page_title	selected	notes
1740_in_Canada	Moulin_des_Jésuites-Québec-1.JPG	image was found in the same article for the following wikis: frwiki
Smoke_point	Cevapi_home-made.jpg	image was found in the same article for the following wikis: euwiki,cawiki,eswiki
Flores_(disambiguation)	Erkoles._Larrosak_2020.jpg	image was found in the Commons category linked in the Wikidata item
Haakon_VII's_gate	Lade_Arena_(02).jpg	image was found in the same article for the following wikis: nowiki
Lavoslav_Vukelić	Lavoslav Vukelić 1882 Dionička tiskara.png	image was in the Wikidata item
List_of_awards_and_nominations_received_by_Steven_Spielberg	Steven_Spielberg_by_Gage_Skidmore.jpg	image was found in the same article for the following wikis: viwiki
Panindícuaro_Municipality	Hidroelectrica botello.jpg	image was in the Wikidata item
Hieronymus_Münzer	Muenzer_besitzvermerk.jpg	image was found in the Commons category linked in the Wikidata item
Feridhoo_(Alif_Alif_Atoll)	Alif_Alif_Atoll.jpg	image was found in the same article for the following wikis: nlwiki
German_submarine_U-968	U-968.jpg	image was found in the same article for the following wikis: frwiki
Francisco_Madrid	Francisco Madrid 1927.jpg	image was in the Wikidata item
Srednji_Del	Reliefkarte_Serbien.png	image was found in the same article for the following wikis: bgwiki
Pongalei	Nui_atoll.jpg	image was found in the same article for the following wikis: dewiki
Metopius_(wasp)	Britishentomologyvolume3Plate4.jpg	image was in the Wikidata item
Ottaviano_Nonni	1415RomaScalaElicoidaleQuirinale.jpg	image was found in the same article for the following wikis: itwiki
Czeberaki,_Masovian_Voivodeship	Czeberaki (woj mazowieckie)-dworek ruina.jpg	image was in the Wikidata item
Chironius_exoletus	Chrionius_exoletus_juvénile.jpg	image was found in the same article for the following wikis: frwiki
1959_San_Francisco_49ers_season	49ers58_59.png	image was found in the same article for the following wikis: itwiki
Alvis_Silver_Crest	Alvis Silver Crest 16.9 HP von Charlesworth 1937 (2).JPG	image was in the Wikidata item
Lesches-en-Diois	Map_commune_FR_insee_code_26164.png	image was found in the Commons category linked in the Wikidata item
Deaths_in_2020	Erwzan_Evenou.jpg	image was found in the Commons category linked in the Wikidata item
2010_Dutch_municipal_elections	Gemeenteraadsverkiezingen 2010 Apeldoorn.jpg	image was in the Wikidata item
Heather_Conkie	Heather Conkie in the sandbox with the Toys from Polka Dot Door.jpg	image was in the Wikidata item
Sophta	Sophta concavata.jpg	image was in the Wikidata item
Chrysler_LX_platform	Dodge_Charger_R-T.jpg	image was found in the same article for the following wikis: ltwiki
Vladimir_Šimunić	Simunic2.jpg	image was found in the same article for the following wikis: hrwiki
Chionothrix	Chionothrix somalensis.jpg	image was in the Wikidata item
Boonyakait_Wongsajaem	Boonyakait_Wongsajaem.jpg	image was found in the same article for the following wikis: dewiki
List_of_speeches_given_by_Bahram_Beyzai	Bahram_Beyzai_12_8711121414.jpg	image was found in the same article for the following wikis: fawiki
Richard_de_Beaufou	Bishopcoa.png	image was found in the same article for the following wikis: frwiki
Jocara	Toripalpus trabalis.JPG	image was in the Wikidata item
67th_parallel_north	Blue_Marble_Next_Generation_+_topography_+_bathymetry.jpg	image was found in the same article for the following wikis: trwiki
Lavenone	Lavenone via del tram 20100717.jpg	image was in the Wikidata item
Ptolemy_of_Aloros	Ilios_Verginas1.jpg	image was found in the same article for the following wikis: nowiki
Gromatici	CorpusAgrimensorumRomanorum.jpg	image was found in the same article for the following wikis: frwiki,dewiki
2015–16_Ranji_Trophy	Ranji_trophy.jpg	image was found in the same article for the following wikis: mrwiki
Klebsiella_aerogenes	Enterobacter aerogenes.jpg	image was in the Wikidata item
Ilyinskoye,_Kirzhachsky_District,_Vladimir_Oblast	Свято-Георгиевский храм (Ильинское, Киржачский район, Владимирская область).jpg	image was in the Wikidata item
Jason_Collier_Sportsmanship_Award	Mike_Wilks.jpg	image was found in the same article for the following wikis: eswiki
54th_parallel_south	Blue_Marble_Next_Generation_+_topography_+_bathymetry.jpg	image was found in the same article for the following wikis: trwiki
2013_Women's_Rugby_League_World_Cup	RLWC_trophy.jpg	image was found in the same article for the following wikis: eswiki
Bakala_Foundation	Logo_Bakala_Foundation.jpg	image was found in the same article for the following wikis: cswiki
Bali_Shag	Bali shag halfzware.jpg	image was in the Wikidata item
Common_rock_rat	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Percy_Rojas	Jorgealva.jpg	image was in the Wikidata item
2002_Japanese_Super_Cup	KokuritshuKasumigaoka-5.JPG	image was found in the same article for the following wikis: eswiki
The_Internet_Foundation_in_Sweden	Internetstiftelsens_kontor_Hammarby_kaj.png	image was found in the same article for the following wikis: svwiki
Augusta_von_Zitzewitz	Friedhof_heerstraße_berlin_2018-05-12_(102).jpg	image was found in the Commons category linked in the Wikidata item
List_of_mammal_genera	Mammal_Diversity_2011.png	image was found in the same article for the following wikis: ptwiki
Religion_in_Greenland	Annaassisitta-Oqaluffia-old-nuuk.jpg	image was in the Wikidata item
Morvilliers,_Eure-et-Loir	Église Saint-Denis Morvilliers Eure-et-Loir France.jpg	image was in the Wikidata item
New_York_Yankees_(AAFC)	Yankee_Stadium_aerial_from_Blackhawk.jpg	image was found in the same article for the following wikis: jawiki
Cynthidia	Feronia cancellata.jpg	image was in the Wikidata item
Netizen	Madai_Rodriguez_Alvarez_(3346455317).jpg	image was found in the Commons category linked in the Wikidata item
2013_Fed_Cup	Shlomo_Glickstein_1.jpg	image was found in the Commons category linked in the Wikidata item
Angolan_long-eared_bat	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Geldersch-Westfaalsche_Stoomtram-Maatschappij	Tramplattegrond_Achterhoek.png	image was found in the same article for the following wikis: nlwiki
Arto_Nilsson	Arto_Nilsson_Jerzy_Kulej.jpg	image was found in the same article for the following wikis: fiwiki
Timeline_of_LGBT_history_in_Canada	Navra_Tewks_Outg.jpg	image was found in the Commons category linked in the Wikidata item
Derrymore,_County_Antrim	Lough_Neagh_-_geograph.org.uk_-_680470.jpg	image was found in the Commons category linked in the Wikidata item
Auguste-Théodore-Paul_de_Broglie	L'Abbé Paul de Broglie.jpg	image was in the Wikidata item
Kunihiko_Hashida	Kunihiko Hashida.jpg	image was in the Wikidata item
San_Miguel_de_Mayocc_District	Piedras_en_Huancavelica.jpg	image was found in the same article for the following wikis: quwiki
Rowing_at_the_1928_Summer_Olympics_–_Men's_coxed_pair	H._Schochlin,_H._Bourguin,_K._Schochlin_1928.jpg	image was found in the same article for the following wikis: itwiki
Triunia_National_Park	Aviceda subcristata -captive-8.jpg	image was in the Wikidata item
Edvardas_Turauskas	Board_of_the_Lithuanian_Journalists'_Union.jpeg	image was found in the same article for the following wikis: ltwiki
Kirillovsky_Uyezd	Novgorodskaya_gubernia.png	image was found in the same article for the following wikis: ruwiki
Tai-pan	William_Jardine_in_Study.jpg	image was found in the same article for the following wikis: nowiki
Samalkha	Samalkha_Station.JPG	image was found in the same article for the following wikis: nlwiki,orwiki
George_I_Ghisi	Ghisi.png	image was found in the same article for the following wikis: ruwiki,elwiki
Alfredo_Zitarrosa	Alfredo_Zitarrosa_memorial.jpg	image was found in the Commons category linked in the Wikidata item
CVC	Cvc_tape.jpg	image was found in the same article for the following wikis: plwiki
Śākaṭāyana	Shakatyan.jpg	image was found in the same article for the following wikis: hiwiki
2008_Barbarians_end_of_season_tour	Wembley_Stadium_2015_RWC.jpg	image was found in the same article for the following wikis: eswiki
Benefactor_(law)	Philanthropists;_twenty_portraits_of_public_benefactors_Wellcome_V0006829.jpg	image was found in the same article for the following wikis: itwikiquote
Marie_Carmen	Marie Carmen au parc Charles-De-Gaulle à Repentigny.jpg	image was in the Wikidata item
Sauers	Simbabwe_karte.png	image was found in the same article for the following wikis: barwiki
Deutscher_Fachverlag	Dfv_Stammhaus.jpg	image was found in the same article for the following wikis: dewiki
Y_Gors,_Ceredigion	Tafarn_y_Gors_-_New_Cross_Inn_-_geograph.org.uk_-_208021.jpg	image was found in the same article for the following wikis: brwiki,cywiki
Mihail_Davidoglu	Mihail Davidoglu.jpg	image was in the Wikidata item
New_Arabian_Nights	The Pavilion on the Links frontispiece.jpg	image was in the Wikidata item
Adhesive_(band)	Adhesive_au_Montecristo_--_1.png	image was found in the Commons category linked in the Wikidata item
Institution_Sainte_Jeanne-Antide	Jeanne-Antide_Thouret.jpg	image was found in the same article for the following wikis: arwiki
Ernst_Freiherr_von_Althaus	Jasta4 Vaux.jpg	image was in the Wikidata item
Kapin	کپین.jpg	image was in the Wikidata item
Bolshoy_Salym	Ob_river_basin.png	image was found in the same article for the following wikis: frwiki,itwiki
Angelo_II_Acciaioli	ACCIAIOLI ANGELO.jpg	image was in the Wikidata item
Banka_shrew	Banka_Shrew_area.png	image was found in the Commons category linked in the Wikidata item
Shintaro_Ishihara_(rugby_union)	Ishihara Shintaro-1.jpg	image was in the Wikidata item
Lethe_(Hunte)	Lethe_bei_Littel.jpg	image was found in the same article for the following wikis: zhwiki,dewiki
Comet_(Waldameer)	Waldameer Park 042.jpg	image was in the Wikidata item
Stor_Island	706x599-Canada-(geolocalisation)-R4.jpg	image was found in the same article for the following wikis: itwiki
Sondervick_College	Kempen Campus Veldhoven.jpg	image was in the Wikidata item
Rudolf_Moralt	MoraltRudolf.jpg	image was found in the same article for the following wikis: frwiki
Aqdarreh-ye_Sofla	ڕۆژھەڵاتی_کوردستان2.jpg	image was found in the same article for the following wikis: ckbwiki
Akkarfjord_(Sørøya)	Norske_landsdeler_H.png	image was found in the same article for the following wikis: mswiki
Musaeus_politus	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Pál_Koppán	Koppán Pál.jpg	image was in the Wikidata item
2018_US_Open_–_Women's_Singles	Naomi_Osaka_2018_US_Open.jpg	image was found in the same article for the following wikis: nlwiki,dawiki,huwiki,dewiki
PC_Building_Simulator	A_customized_desktop_pc.jpg	image was found in the same article for the following wikis: dewiki
Orthoepy	Human_Language_Families_Ukr.png	image was found in the same article for the following wikis: ukwiki
Ryszard_Torzecki	Torzecki_Ryszard.jpg	image was found in the same article for the following wikis: plwiki,ukwiki
Arjak	Ajrak_Craft.jpeg	image was found in the same article for the following wikis: hiwiki
List_of_mayors_of_Cuiabá	Emanuel_Pinheiro,_prefeito_eleito_de_Cuiabá_2016.png	image was found in the same article for the following wikis: ptwiki
1695_in_music	Henry_Purcell_by_John_Closterman.jpg	image was found in the same article for the following wikis: dewiki
Nagoya_City_College_of_Child_Education	The_Site_of_Nagoya_City_College_of_Child_Education_20150418.JPG	image was found in the same article for the following wikis: jawiki
Large_Samoan_flying_fox	Missing_Chiroptera.png	image was found in the same article for the following wikis: itwiki
Texasetes	Spinosaurus_BW2.png	image was found in the same article for the following wikis: plwiki
Speed_skating_at_the_1988_Winter_Olympics_–_Women's_3000_metres	Olympic_Oval_Aerial_1.jpg	image was found in the same article for the following wikis: nowiki
Partition_of_Triparadisus	MakedonischesReich.jpg	image was found in the same article for the following wikis: dewiki,bgwiki
Siyətük	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
2019_Brisbane_Darts_Masters	Darts_in_a_dartboard.jpg	image was found in the same article for the following wikis: dewiki
Nonglard	Lanterne des morts - Nonglard 74.jpg	image was in the Wikidata item
Kristian_Blystad	OsloOperaBjørvika_2007-08-26-08.jpg	image was found in the same article for the following wikis: nowiki
Žitovlice	Žitovlice, kostel svatého Václava.jpg	image was in the Wikidata item
Athletics_at_the_1992_Summer_Olympics_–_Men's_shot_put	Estadio_Olimpico_de_Montjuic_-_panoramio.jpg	image was found in the same article for the following wikis: dewiki
2008_Skate_Canada_International	Skate Canada 2008 ladies podium.jpg	image was in the Wikidata item
Hans_Beirer	Waldfriedhof_Zehlendorf_Hans_Beirer.jpg	image was found in the same article for the following wikis: frwiki
2015_Wimbledon_Championships_–_Women's_Doubles	Sania_Mirza_and_Martina_Hingis_(18410380234).jpg	image was found in the same article for the following wikis: dawiki
Idol_2014_(Sweden)	LisaAjax2015-09-20.jpg	image was found in the same article for the following wikis: svwiki
Ringoma	Angola_Provinces_numbered_300px.png	image was found in the same article for the following wikis: mswiki
Cəlilli	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Martin_de_Maat	Wasserspiele2.jpg	image was found in the same article for the following wikis: enwikiquote
Plagiosiphon	Naturalis Biodiversity Center - L.2021197 - Plagiosiphon longitubus (Harms) J.Léonard - Leguminosae-Caes. - Plant type specimen.jpeg	image was in the Wikidata item
Brzeźnio	Stacja Uzdatniania Wody - panoramio.jpg	image was in the Wikidata item
Rostislav_Vsevolodovich	Radzivill_chronicle_251.jpg	image was found in the same article for the following wikis: ruwiki
329_BC	MakedonischesReich.jpg	image was found in the same article for the following wikis: dewiki
Mecsekpölöske	Mecsekpoloske_rovastabla.png	image was found in the Commons category linked in the Wikidata item
Çobankərəhməz	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki
Luigi_Scrosati	Luigi_scrosati,_natura_morta,_1835-60_ca.jpg	image was found in the Commons category linked in the Wikidata item
Weightlifting_at_the_1972_Summer_Olympics	1972._XX_Летние_Олимпийские_игры._Тяжелая_атлетика.jpg	image was found in the Commons category linked in the Wikidata item
1986_FIFA_World_Cup_qualification_(OFC)	2006_world_cup_qualifying_oceania.png	image was found in the same article for the following wikis: nlwiki
Aloja_(mythology)	173_Salt_d'aigua_del_Tenes,_Sant_Miquel_del_Fai.JPG	image was found in the same article for the following wikis: cawiki
Joseph_Brebsom	Graf_Brebsom.JPG	image was found in the same article for the following wikis: lbwiki
United_Nations_Security_Council_Resolution_2106	Haja_Zainab_Hawa_Bangura,_UN_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_(8484805411).jpg	image was found in the same article for the following wikis: cawiki,nlwiki
Payment_order	Платежное требование.png	image was in the Wikidata item
Edward_Thaxter_Gignoux	Judge Gignoux.jpg	image was in the Wikidata item
Hovgaard_Islands	Wfm_king_william_island.png	image was found in the same article for the following wikis: frwiki,dewiki
SM_UC-10	German_UC-1_class_submarine.jpg	image was found in the same article for the following wikis: plwiki
1867_in_literature	The_Locomotive_(1867)_(14766065814).jpg	image was found in the Commons category linked in the Wikidata item
Magnac-Bourg	Population_-_Municipality_code_87088.svg	image was found in the Commons category linked in the Wikidata item
Orders,_decorations,_and_medals_of_Lithuania	LTU_Armed_Forces_Medal_for_Contribution_to_Mutual_Support_BAR.svg	image was found in the Commons category linked in the Wikidata item
Bell_Brothers_(Western_Australia)	MHV_Bell_1908.jpg	image was found in the Commons category linked in the Wikidata item
Takatsu_Station_(Kyoto)	JRW_Takatsu_Station_20200301.jpg	image was found in the Commons category linked in the Wikidata item
UB40_discography	UB40.jpg	image was found in the same article for the following wikis: dewiki
Englebelmer	Englebelmer calvaire 2.jpg	image was in the Wikidata item
Huali	Tianjin Huali Dafa.jpg	image was in the Wikidata item
Grøtavær	Norske_landsdeler_H.png	image was found in the same article for the following wikis: mswiki
Latino_(demonym)	JenniferLopez.jpg	image was found in the same article for the following wikis: fiwiki
Celebes_shrew-rat	Crunomys_group_Sulawesi.jpg	image was found in the Commons category linked in the Wikidata item
Seoi_otoshi	Olympic_Judo_London_2012_(74_of_98).jpg	image was found in the same article for the following wikis: ruwiki
N'Gonga	Niger, N'Gonga (4), livestock market.jpg	image was in the Wikidata item
Felsite_Island	C72189s1 Ant.Map Cape Hallet.jpg	image was in the Wikidata item
Kō_no_Moroyasu	Kou_no_Moroyasu.jpg	image was found in the same article for the following wikis: jawiki
Seehamer_See	Seehamer_See_Neukirchen_Weyarn-1.jpg	image was found in the Commons category linked in the Wikidata item
Verde_Valley	Map_of_Arizona_Precipitation_NA.png	image was found in the Commons category linked in the Wikidata item
Da_Buzz	Per_Lidén,_Magasinet,_Falun.jpg	image was found in the same article for the following wikis: cawiki,fiwiki
Ascandra	Haeckel Calcispongiae Leucosolenia complicata.jpg	image was in the Wikidata item
Pernambuco_pygmy_owl	Glaucidium_mooreorum_distribution.svg	image was found in the Commons category linked in the Wikidata item
Louis_Monmerqué	Monmerqué_-_Théâtre_français_au_Moyen_Age,_Firmin-Didot.djvu	image was found in the Commons category linked in the Wikidata item
Patsy_Toh	Gulangyu-11-11.JPG	image was in the Wikidata item
Elicura_Chihuailaf	Landeo_&_Chihuailaf_-FILSA_20181027_-fRF01.jpg	image was found in the Commons category linked in the Wikidata item
Saint-Fort	Saint-Fort église 01.JPG	image was in the Wikidata item
Guiyang_school	BodhidharmaYoshitoshi1887.jpg	image was found in the same article for the following wikis: zhwiki
1984_in_spaceflight	Sally_Ride_in_1984.jpg	image was found in the Commons category linked in the Wikidata item
Thick_lipped_chub	Squalius_cephalus_Prague_Vltava_2.jpg	image was found in the same article for the following wikis: viwiki
Antonio_Pucci_(racing_driver)	Porsche_904;_Bj._1964_(2009-08-07_Sp).JPG	image was found in the same article for the following wikis: dewiki
Mau_Escarpment	Kenya_Topography.png	image was found in the same article for the following wikis: itwiki
Peter_Wichers	Ursynalia2013,soilwork s08.jpg	image was in the Wikidata item
Dakhkat	Tj2-kaart.png	image was found in the same article for the following wikis: mswiki
United_Nations_Security_Council_Resolution_358	Cyprus_districts_named.png	image was found in the same article for the following wikis: cawiki
Lute_concerto_in_D_major_(Vivaldi)	Michelangelo_Caravaggio_020.jpg	image was found in the same article for the following wikis: cawiki
Sarah_Steyaert	La Rochelle fête le retour des athlètes charentais-maritimes des Jeux Olympiques d’été de Rio de Janeiro 2016 (65).JPG	image was in the Wikidata item
Bajinci	Bajinci – spomenik na Pavlovoj gramadi.JPG	image was in the Wikidata item
Llef_o'r_Nant	Portrait of Parchedig John Jones, Llanllyfni (Swydd Gaernarfon) (4673763).jpg	image was in the Wikidata item
Terry_Venables	Terry_Venables'_Spitting_Image_puppet.jpg	image was found in the Commons category linked in the Wikidata item
2000–01_Ivorian_parliamentary_election	Sieg_anci2000.jpg	image was found in the same article for the following wikis: frwiki
California_(disambiguation)	Island_of_California.jpg	image was found in the same article for the following wikis: brwiki
Barrio_(Álava)	Barrio_01.jpg	image was found in the Commons category linked in the Wikidata item
Piotr_Feliks	Piotr Feliks PIC 1-Z-324.jpg	image was in the Wikidata item
Luigi_Arbib_Pascucci	Luigi Pascucci.gif	image was in the Wikidata item
List_of_railway_stations_in_Liguria	ItalyLiguria.png	image was found in the same article for the following wikis: huwiki
Health_in_Cuba	Cuba-infant-under-five-mortality-1963-2016.svg	image was found in the Commons category linked in the Wikidata item
Pencelli	Yew_Tree_-_geograph.org.uk_-_1366567.jpg	image was found in the same article for the following wikis: cywiki
Gala-Salvador_Dalí_Foundation	Dali museum.jpg	image was in the Wikidata item
Majdan,_Hajnówka_County	Majdan (powiat hajnowski).JPG	image was in the Wikidata item
Leonhard_Blasius	Holmens_Kirke_Copenhagen_2.jpg	image was found in the same article for the following wikis: dawiki
ASAP_(band)	Smith_wien_2003_2-2.jpg	image was found in the same article for the following wikis: eswiki
Compsibidion	Compsibidion_sommeri_cropped.jpg	image was found in the same article for the following wikis: warwiki,idwiki,svwiki,nowiki,cebwiki,nlwiki,minwiki
942_Romilda	942_Romilda_orbit_on_01_Jan_2009.png	image was found in the same article for the following wikis: ruwiki
Kakan,_Iran	Kakoun,_Simakan,_Fars,_Iran_کاکون_سیمکان_فارس_-_panoramio.jpg	image was found in the same article for the following wikis: fawiki
Garcia_Cugat_Foundation	Fundación_García_Cugat_2014_(cropped).jpg	image was found in the same article for the following wikis: cawiki
1988_Turkish_constitutional_referendum	London_news_c1877_-_scanned_constantinopole(1996)-Opening_of_the_first_parlement.png	image was found in the same article for the following wikis: trwiki
1999–2000_FIS_Alpine_Ski_World_Cup	Hermann_Maier_2.jpg	image was found in the same article for the following wikis: srwiki
Museum_of_Contemporary_Art_Andros	Museum of Modern Art, Chora of Andros, 090500.jpg	image was in the Wikidata item
Saint-Martin-des-Lais	Map_commune_FR_insee_code_03245.png	image was found in the Commons category linked in the Wikidata item
1967_Copa_Libertadores	Racing_Club_1967.png	image was found in the same article for the following wikis: ptwiki
Athletics_at_the_2011_Pan_American_Games_–_Men's_400_metres	Nery_Brenes_Istanbul_2012.jpg	image was found in the same article for the following wikis: dewiki
Zalaszentjakab	Zalaszentjakab_rovastabla.png	image was found in the Commons category linked in the Wikidata item
Xəndək,_Qubadli	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Asymbolus	Asymbolus vincenti (Zietz 1908).jpg	image was in the Wikidata item
Tylodina_fungina	Naturalis Biodiversity Center - ZMA.MOLL.225605.2 - Tylodina fungina Gabb, 1865 - Tylodinidae - Mollusc shell.jpeg	image was in the Wikidata item
Turris_undosa	Nosnail.png	image was found in the same article for the following wikis: kawiki
Morteza_Poursamadi	Morteza_Poursamadi.jpg	image was found in the same article for the following wikis: fawiki
Strengsdal	Norske_landsdeler_H.png	image was found in the same article for the following wikis: cebwiki,mswiki
São_Félix_do_Araguaia	MatoGrosso_Municip_SaoFelixdoAraguaia.svg	image was found in the Commons category linked in the Wikidata item
Fredrik_Lundberg	Villa_Ekudden,_Strandvägen_13_Djursholm,_2014b.jpg	image was found in the same article for the following wikis: svwiki
Bhairavakona	Sri_Durga_Bhairaveswara_Swami_Temple,_Bhairavakona_(YS).jpg	image was found in the same article for the following wikis: tewiki
Matija_Petar_Katančić	Matija_Petar_Katancic-Valpovo.JPG	image was found in the same article for the following wikis: hrwiki,srwiki,shwiki
Wat'a,_Huánuco	Huata_00613.jpg	image was found in the Commons category linked in the Wikidata item
Le_Matin_de_Paris	MatindeParis1.jpg	image was in the Wikidata item
Islamic_Azad_University,_Arak_Branch	Campus_of_Falagh_university.jpg	image was found in the Commons category linked in the Wikidata item
Caller_(dancing)	Caller_with_Square_Dance_Group.jpg	image was found in the same article for the following wikis: dewiki
Alcaeus_(mythology)	Herakles_Amazons_Louvre_F218.jpg	image was found in the same article for the following wikis: eowiki
Macchi_M.C.73	Macchi_MC.73.jpg	image was found in the same article for the following wikis: itwiki
Gene_Parsons	The_Byrds_(1970).jpg	image was found in the same article for the following wikis: dewiki,frwiki
Mexico,_Pennsylvania	Mexico,_Pennsylvania.JPG	image was found in the same article for the following wikis: srwiki
Chambers_County	Chambers_County_Museum_(1908)_(LaFayette,_AL).JPG	image was found in the same article for the following wikis: rowiki
Heliamphora_macdonaldae	The_range_of_Heliamphora_macdonaldae.png	image was found in the same article for the following wikis: zhwiki
Atmospheric_sounding	Ballon_radiosonde_f.jpg	image was found in the same article for the following wikis: frwiki,glwiki,kkwiki,dewiki
Life_of_Alexander_Nevsky	Alexander_Newski.jpg	image was found in the same article for the following wikis: plwiki
Frank_Hassell	Frank Hassell.jpg	image was in the Wikidata item
Qaralar,_Tovuz	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
John_Watkins_(Virginia_politician,_born_1947)	Henry_Shaw_Briggs.jpg	image was found in the same article for the following wikis: azbwiki
1923_Emperor's_Cup	West_building_of_the_Tokyo_University_of_Literature_and_Science_(1).jpg	image was found in the same article for the following wikis: jawiki
Mateo_Flores	Cremas-calentando.jpg	image was found in the same article for the following wikis: eswiki
Żebry_Wielkie	Pl Podlaskie ZebryW3.JPG	image was in the Wikidata item
Clermont,_Ariège	Clermont - La Grausse - 20191025 (1).jpg	image was in the Wikidata item
Anthrax_(disambiguation)	Anthrax_-_Flickr_-_aspidoscelis_(2).jpg	image was found in the Commons category linked in the Wikidata item
March_18	Vladimir_Putin_18_March_2000-2.jpg	image was found in the Commons category linked in the Wikidata item
Solomons_mastiff_bat	Missing_Chiroptera.png	image was found in the same article for the following wikis: itwiki
Narym_River	KZ_East_Kazakhstan_Region_Relief.png	image was found in the same article for the following wikis: ruwiki
Saint-Bauzeil	Map_commune_FR_insee_code_09256.png	image was found in the Commons category linked in the Wikidata item
John_Berridge	Rev. John Berridge.png	image was in the Wikidata item
Del_Rosario_University	Claustro de la Universidad de Nuestra Señora del Rosario.jpg	image was in the Wikidata item
Gastrioceras	Brackenhall Gastrioceras.jpg	image was in the Wikidata item
Bombina_maxima	Bombina_maxima_dis.png	image was found in the Commons category linked in the Wikidata item
Kossisko	100s rapper2013.jpg	image was in the Wikidata item
Hopley	Simbabwe_karte.png	image was found in the same article for the following wikis: barwiki
List_of_bishops_of_Făgăraș_and_Alba_Iulia	Catedrala_Blaj.jpg	image was found in the same article for the following wikis: zhwiki
Albin_Ström	Albin Ström.jpg	image was in the Wikidata item
Tony_Bourg	Tony_Bourg_Gebuertshaus_Weicherdange_Luxembourg.jpg	image was found in the Commons category linked in the Wikidata item
2000_Bank_of_the_West_Classic	Venus_Williams_in_2001.jpg	image was found in the same article for the following wikis: nlwiki
Joe_Heaney	University_of_Washington_Art_Building_IMG8206_photo_by_Jeanette-Mills.jpg	image was found in the same article for the following wikis: gawiki
Daniel_Fernholm	Daniel Fernholm.jpg	image was in the Wikidata item
1925–26_French_Rugby_Union_Championship	1926_(avril),_le_Stade_toulousain_contre_Bayonne,_F._Borde_à_l'attaque_(demi-finale,_à_Bordeaux).jpg	image was found in the same article for the following wikis: frwiki
Marenovo	Поглед_на_Мареново.jpg	image was found in the same article for the following wikis: shwiki
Rhadine_(beetle)	Rhadine lindrothi Barr - ZooKeys-245-001-g037.jpeg	image was in the Wikidata item
Pennant_number	2010-08-06_F-471_Antonio_Enes_04.jpg	image was found in the same article for the following wikis: ptwiki
Olosega_(village)	Olosega_Village_Aerial_NPS.jpg	image was found in the same article for the following wikis: itwiki
Athletics_at_the_2000_Summer_Olympics_–_Men's_hammer_throw	Szymon_Ziółkowski_na_4._Mityngu_im.Kamili_Skolimowskiej.JPG	image was found in the same article for the following wikis: frwiki
Nemoscolus	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
German_submarine_U-681	SRH009-p58.jpg	image was found in the same article for the following wikis: ptwiki
Aketo_Nakamura	Aketo Nakamura.jpg	image was in the Wikidata item
Yasushi_Adachi	Yasushi_Adachi_2020.jpg	image was found in the Commons category linked in the Wikidata item
Szczawne	1 Szczawne Greek-C Church.jpg	image was in the Wikidata item
Täkulaid	Reliefkarte_Estland.png	image was found in the same article for the following wikis: dewiki
Ernst_Küppers	Ernst Küppers.jpg	image was in the Wikidata item
1948_in_Pakistan	Pakistan_PID_Release_for_Independence_Series_1948.jpg	image was found in the Commons category linked in the Wikidata item
2010–11_Philadelphia_Flyers_season	Philadelphia_Flyers_-_Sergei_Bobrovsky_(5039348532).jpg	image was found in the same article for the following wikis: commonswiki
Wormwood_(Bible)	Walters_Ms._W917_-_Apocalypse_by_Andrew_of_Caesarea_f.083v_The_third_trumpet,_destruction_of_the_waters.jpg	image was found in the same article for the following wikis: ruwiki,jawiki
Kampong_Batang_Mitus	Brunei.geohive.gif	image was found in the same article for the following wikis: mswiki
Oak_Point-Bartibog_Bridge	Église Saint Peter and Saint Paul.jpg	image was in the Wikidata item
Jan_Leschly	Winbledon_1999.jpg	image was found in the Commons category linked in the Wikidata item
Arturo_Lezama	Lista_15.jpg	image was found in the Commons category linked in the Wikidata item
Wesselburen_(Amt_Kirchspielslandgemeinde)	Lange_diercke_sachsen_deutsche_landschaften_wattenkueste.jpg	image was found in the Commons category linked in the Wikidata item
Hugh_I,_Count_of_Rethel	Blason_Rethel.png	image was found in the same article for the following wikis: elwiki,frwiki,ruwiki
Lycée_Anne_de_Kiev	LycéeFrançaisAnnedeKiev1.jpg	image was found in the same article for the following wikis: frwiki
Frequency_deviation	Wave frequency.gif	image was in the Wikidata item
Mesnil-Lettre	Mesnil-Lettre, mairie.jpg	image was in the Wikidata item
Kilsəli,_Kalbajar	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki
Rabi'_al-Thani	تخطيط_كلمة_الله.png	image was found in the same article for the following wikis: azbwiki
